Price,Make,Location,Age,Odometer,FuelType,Transmission,OwnerType,Mileage,EngineCC,PowerBhp
3.7,marutiswift,Kolkata,8,48000,Diesel,Manual,First,19.3,1248,73.9
2.8,fordfiesta,Hyderabad,11,160000,Diesel,Manual,First,17.8,1399,68
1.8,hondacity,Kolkata,12,40000,Petrol,Manual,First,17.7,1497,78
21.95,audia6,Kochi,6,51495,Diesel,Automatic,First,17.68,1968,174.33
49,bmw6,Mumbai,9,30000,Diesel,Automatic,First,9.52,2993,313
62.67,audiq7,Coimbatore,3,97430,Diesel,Automatic,First,14.75,2967,245
1.4,marutizen,Pune,12,42496,CNG,Manual,First,26.3,998,67.1
5.5,hyundaii20,Pune,8,83000,Diesel,Manual,First,23,1396,90
2.95,hyundaii10,Bangalore,11,37000,Petrol,Automatic,Third,16.95,1197,78.9
6.86,hondajazz,Kochi,4,28503,Petrol,Automatic,First,19,1199,88.7
6.15,marutiswift,Hyderabad,5,76496,Diesel,Manual,First,25.2,1248,74
3.3,hyundaii20,Pune,9,79152,Petrol,Manual,Second,18.5,1197,82.85
2.55,volkswagenpolo,Kolkata,9,32000,Petrol,Manual,First,16.47,1198,73.9
1.5,marutialto,Ahmedabad,11,35000,Petrol,Manual,First,19.7,796,46.3
2.5,toyotacorolla,Chennai,16,105000,Petrol,Automatic,Second,11.3,1794,125
1.4,marutialto,Chennai,14,56000,Petrol,Manual,Second,19.7,796,46.3
3.4,tatamanza,Pune,8,73000,Diesel,Manual,First,21.12,1248,88.8
2.25,marutialto,Pune,8,38000,Petrol,Manual,First,19.7,796,46.3
7.5,skodaoctavia,Kolkata,7,775000,Diesel,Automatic,First,19.3,1968,141
2.8,toyotacorolla,Kolkata,12,80000,Petrol,Automatic,First,11.3,1794,125
7.66,hyundaii20,Coimbatore,4,24973,Petrol,Manual,First,18.6,1197,81.83
7.15,marutivitarabrezza,Chennai,4,45000,Diesel,Manual,First,24.3,1248,88.5
3.5,hondacity,Delhi,10,87430,Petrol,Manual,First,17,1497,118
3.5,tataindica,Hyderabad,6,133944,Diesel,Manual,Second,18,1248,75
3.45,hondaamaze,Kolkata,7,57000,Diesel,Manual,First,25.8,1498,98.6
3.55,hyundaieon,Coimbatore,4,27904,Petrol,Manual,First,21.1,814,55.2
25.99,bmw3,Kochi,5,30717,Diesel,Automatic,Second,21.76,1995,190
5.25,hyundaiverna,Bangalore,8,80000,Diesel,Manual,First,22.32,1582,126.32
2.9,tatamanza,Ahmedabad,7,47304,Diesel,Manual,First,21.02,1248,88.8
2.05,skodaoctavia,Jaipur,15,100000,Petrol,Automatic,First,14.45,1984,227
3.75,marutialto,Pune,3,30000,Petrol,Manual,First,24.07,998,67.1
6.75,fordecosport,Mumbai,6,68000,Diesel,Manual,First,22.7,1498,89.84
0.95,chevroletspark,Kolkata,9,21000,Petrol,Manual,Second,18,995,62
52,jaguarxf,Hyderabad,3,21000,Diesel,Automatic,First,19.33,1999,177
3.91,hondacrv,Jaipur,13,119000,Petrol,Manual,Third,13.1,1997,141.1
27.3,skodasuperb,Kochi,1,13747,Petrol,Automatic,First,14.67,1798,177.46
2.7,hyundaii10,Chennai,11,620000,Petrol,Manual,First,20.36,1197,78.9
3.5,marutiswift,Delhi,7,70000,Diesel,Manual,First,22.9,1248,74
6.2,marutiswift,Mumbai,4,18000,Petrol,Automatic,First,18.5,1197,83.14
2.75,nissanmicra,Chennai,9,83000,Diesel,Manual,First,23.08,1461,63.1
3.25,marutiswift,Mumbai,5,130000,Diesel,Manual,First,23.4,1248,74
3.25,fordfiesta,Pune,8,63400,Diesel,Manual,First,17.8,1399,67
0.65,marutizen,Kolkata,17,65000,Petrol,Manual,First,17.3,993,60
35,miniclubman,Pune,3,8350,Petrol,Manual,First,13.8,1998,192
3.25,toyotaetios,Kolkata,6,45000,Diesel,Manual,First,23.59,1364,67.05
2.9,marutialto,Kolkata,2,26200,Petrol,Manual,First,24.7,796,47.3
2.9,marutialto,Bangalore,9,11000,Petrol,Manual,Third,18.9,796,47
17.75,bmwx5,Bangalore,11,90000,Diesel,Automatic,Second,11,2993,235
8.25,nissanteana,Mumbai,5,74000,Petrol,Automatic,Second,11.07,2496,179.5
5.77,hyundaigrand,Coimbatore,5,37081,Petrol,Automatic,First,18.9,1197,82
9.49,marutivitarabrezza,Hyderabad,3,39000,Diesel,Manual,First,24.3,1248,88.5
12.95,audiq7,Mumbai,12,99000,Diesel,Automatic,Third,12.07,2967,241.4
20,mercedesbenzgla,Chennai,5,38000,Diesel,Automatic,First,17.9,2143,136
1,maruti800,Chennai,13,72000,Petrol,Manual,Third,16.1,796,37
7.1,renaultduster,Chennai,5,93000,Diesel,Manual,Second,20.45,1461,83.8
16.5,toyotacorolla,Mumbai,3,5900,Diesel,Manual,First,21.43,1364,87.2
26,mercedesbenznewclass,Chennai,6,25000,Diesel,Manual,First,15.8,2148,170
3.2,marutiritz,Hyderabad,10,68000,Diesel,Manual,Second,21.1,1248,73.9
9.48,hondabrv,Kochi,3,35676,Petrol,Automatic,First,16,1497,117.3
4,hyundaixcent,Kochi,5,74310,Diesel,Manual,First,24.4,1120,71
26.5,mercedesbenzeclass,Jaipur,6,59364,Diesel,Automatic,First,14.21,2143,203
11.77,mercedesbenzb,Kochi,6,41380,Petrol,Automatic,Second,14.8,1595,120.7
37,mercedesbenzeclass,Bangalore,3,33900,Diesel,Automatic,First,15,2143,204
8.75,hondacity,Mumbai,4,28000,Petrol,Manual,First,17.8,1497,117.3
1.95,hyundaisantro,Hyderabad,13,50958,Petrol,Manual,First,17,1086,62.28
3.75,hondacity,Chennai,9,93982,Petrol,Manual,First,17,1497,118
2.5,hyundaiverna,Pune,10,95000,Petrol,Manual,First,16.2,1599,103.2
34.5,jaguarxe,Mumbai,3,9000,Petrol,Automatic,First,13.5,1999,246.74
4.65,hondaamaze,Delhi,5,52516,Petrol,Manual,First,18,1198,86.7
32,minicooper,Bangalore,5,20000,Petrol,Automatic,First,18.86,1598,122
62.81,mercedesbenzs,Coimbatore,3,56451,Diesel,Automatic,First,13.5,2987,282
3.25,hyundaieon,Chennai,6,37000,Petrol,Manual,First,21.1,814,55.2
3.1,marutiwagonr,Kolkata,6,17400,Petrol,Manual,First,20.51,998,67.04
3.91,marutiritz,Coimbatore,9,90207,Diesel,Manual,First,21.1,1248,73.9
11,bmw3,Chennai,9,89616,Diesel,Automatic,First,16.07,1995,181
3.5,tataxenon,Pune,6,85000,Diesel,Manual,First,13.49,2179,138.03
16.5,audia3,Chennai,6,79271,Diesel,Automatic,First,20.38,1968,143
30,landroverrangerover,Hyderabad,8,56000,Diesel,Automatic,First,12.7,2179,187.7
28,mercedesbenzglclass,Pune,10,85001,Diesel,Automatic,Second,12,2987,224
28,mitsubishipajero,Hyderabad,2,12000,Diesel,Automatic,First,13.5,2477,175.56
0.92,marutialto,Jaipur,10,125000,Petrol,Manual,First,19.7,796,46.3
2.75,marutiwagonr,Pune,7,53000,Petrol,Manual,First,14,1061,64
53.83,landroverrangerover,Coimbatore,3,34990,Diesel,Automatic,First,12.7,2179,187.7
4.95,hyundaiverna,Pune,9,49768,Petrol,Manual,Second,17.01,1591,121.3
33.5,bmw5,Hyderabad,7,56000,Diesel,Automatic,First,16.73,2993,218
27.95,jaguarxf,Bangalore,7,75000,Diesel,Automatic,First,14.74,2993,270.9
7.25,skodasuperb,Hyderabad,10,57000,Petrol,Automatic,First,13.7,1798,157.75
25.71,audiq3,Kochi,3,37542,Diesel,Automatic,First,15.73,1968,174.33
29.67,landroverrangerover,Coimbatore,6,95649,Diesel,Automatic,First,12.7,2179,187.7
19,mercedesbenznewclass,Jaipur,7,35299,Diesel,Automatic,First,14.84,2143,170
13.05,mahindrascorpio,Kochi,3,28464,Diesel,Manual,First,15.4,2179,120
25.5,bmw3,Mumbai,5,41000,Diesel,Automatic,First,21.76,1995,190
8.5,hondabrv,Pune,3,9000,Petrol,Manual,First,15.4,1497,117.3
7.25,volvos80,Chennai,10,92098,Diesel,Automatic,Second,16,2400,215
0.8,hyundaiaccent,Pune,15,5834,Petrol,Manual,First,13.2,1495,94
6.9,hyundaii20,Jaipur,3,40250,Petrol,Manual,First,17.19,1197,81.86
70.99,mercedesbenzglc,Coimbatore,2,22397,Petrol,Automatic,First,11.5,2996,367
2.25,hyundaieon,Kolkata,5,20800,Petrol,Manual,Second,21.1,814,55.2
5.5,hyundaigrand,Kochi,2,40322,Petrol,Manual,First,18.9,1197,81.86
4.35,hondacity,Mumbai,7,52576,Petrol,Manual,First,13,1493,100
2.25,volkswagenpolo,Kolkata,10,55000,Petrol,Manual,First,16.47,1198,73.9
24.5,audia6,Mumbai,4,47000,Petrol,Automatic,First,15.26,1798,187.74
5.45,volkswagenjetta,Hyderabad,10,42021,Diesel,Manual,First,16.76,1968,125.79
12.03,hyundaicreta,Coimbatore,3,23163,Petrol,Manual,First,15.29,1591,121.3
8.5,mercedesbenznewclass,Mumbai,9,50000,Petrol,Automatic,Second,11.74,1796,186
28.5,minicooper,Mumbai,6,11900,Petrol,Automatic,First,16.82,1998,189.08
1.2,hyundaisantro,Pune,14,108000,Petrol,Manual,Second,17,1086,62.28
5.75,toyotaetios,Bangalore,7,37000,Diesel,Manual,First,23.59,1364,67.04
3.2,hondabrio,Delhi,6,30000,Petrol,Manual,Second,19.4,1198,86.8
9.89,marutibaleno,Coimbatore,2,12831,Petrol,Automatic,First,21.4,1197,83.1
6.58,skodalaura,Coimbatore,8,143017,Diesel,Automatic,First,20,1968,138.1
4.06,hyundaieon,Kochi,2,13102,Petrol,Manual,First,21.1,814,55.2
13.37,renaultcaptur,Coimbatore,1,24950,Diesel,Manual,First,20.37,1461,108.45
25.82,bmw5,Coimbatore,9,57832,Diesel,Automatic,First,16.2,2993,258
3.74,marutialto,Kochi,4,34267,Petrol,Manual,First,22.74,796,47.3
22,volvov40,Bangalore,5,33000,Diesel,Automatic,Second,16.8,1984,150
1.45,marutiwagonr,Ahmedabad,13,55100,Petrol,Manual,First,18.9,998,67.1
2,hondacity,Kolkata,12,40000,Petrol,Manual,First,17.7,1497,78
4.7,marutieeco,Kochi,3,31841,CNG,Manual,First,15.1,1196,73
3.75,chevroletenjoy,Kolkata,6,15000,Petrol,Manual,First,13.7,1399,98.79
7.7,mahindrabolero,Coimbatore,4,82756,Diesel,Manual,First,15.96,2523,62.1
3.35,hyundaisantro,Coimbatore,8,50243,Petrol,Manual,First,17.2,1086,62.28
2.6,hyundaieon,Hyderabad,6,20600,Petrol,Manual,First,21.1,814,55.2
13.77,hyundaicreta,Coimbatore,3,29952,Petrol,Automatic,First,13,1591,121.3
7.1,volkswagenvento,Mumbai,3,15000,Petrol,Manual,Second,16.09,1598,103.5
2.65,hondacivic,Pune,12,61938,Petrol,Automatic,Second,12.9,1799,130
2.5,tataindica,Hyderabad,6,67000,Diesel,Manual,First,22.3,1248,74
7.53,mahindraxuv500,Kochi,7,61672,Diesel,Manual,First,16,2179,140
7.98,hyundaii20,Coimbatore,3,26185,Petrol,Manual,First,18.6,1197,81.83
39,audiq5,Bangalore,6,38000,Diesel,Automatic,Second,14.16,1968,174.3
2.25,marutiritz,Chennai,9,67000,Petrol,Manual,Second,18.5,1197,85.8
3.85,mitsubishicedia,Chennai,10,66000,Petrol,Manual,Second,13.17,1999,114
13.5,toyotainnova,Hyderabad,5,80883,Diesel,Manual,First,12.8,2494,102
3.5,maruticelerio,Hyderabad,4,80219,Diesel,Manual,First,27.62,793,47
8.92,marutiscross,Delhi,2,12923,Diesel,Manual,First,25.1,1248,88.5
20.37,audiq3,Coimbatore,4,86642,Diesel,Automatic,First,15.17,1968,181
36.5,bmw3,Bangalore,4,19235,Diesel,Automatic,First,21.76,1995,190
48.91,audiq7,Coimbatore,4,51002,Diesel,Automatic,First,11.33,4134,335.2
7.2,hyundaii20,Pune,4,6800,Petrol,Manual,First,18.6,1197,81.83
5.99,renaultduster,Hyderabad,8,82749,Diesel,Manual,First,19.01,1461,108.45
5.25,hyundaixcent,Pune,4,51000,Diesel,Manual,First,24.4,1120,71
6.5,fordecosport,Delhi,6,31465,Diesel,Manual,First,22.7,1498,89.84
4.4,volkswagenpolo,Hyderabad,7,76476,Petrol,Manual,First,16.47,1198,73.9
4.6,hyundaigrand,Kolkata,3,14000,Diesel,Manual,First,24,1120,70
2.95,tatamanza,Ahmedabad,7,47000,Diesel,Manual,First,21.12,1248,88.8
3.26,hondacity,Kolkata,9,48466,Petrol,Manual,First,17,1497,118
2.22,hyundaisantro,Bangalore,12,46000,Petrol,Manual,Second,17.92,1086,62.1
10.5,toyotainnova,Hyderabad,8,162663,Diesel,Manual,First,12.99,2494,100
8.26,maruticiaz,Coimbatore,3,25142,Diesel,Manual,First,28.09,1248,88.5
14.45,toyotafortuner,Delhi,7,69000,Diesel,Manual,First,12.55,2982,169
2.5,fordfiesta,Chennai,11,80524,Petrol,Manual,Second,15.3,1596,74.27
51.43,mercedesbenzeclass,Kochi,2,26405,Petrol,Automatic,First,12.6,1950,191.34
23,mercedesbenznewclass,Chennai,6,45000,Diesel,Manual,First,15.8,2148,170
5.5,skodayeti,Kolkata,8,64284,Diesel,Manual,First,17.72,1968,108.49
4.5,hyundaigrand,Delhi,5,27000,Petrol,Manual,First,18.9,1197,82
6.8,fordfigo,Hyderabad,2,3678,Petrol,Manual,First,18.16,1196,86.8
8.75,skodaoctavia,Mumbai,7,21000,Petrol,Manual,First,16.8,1395,138.02
7,renaultduster,Mumbai,5,67000,Diesel,Manual,Second,19.87,1461,83.8
33.5,landroverrangerover,Delhi,5,24000,Diesel,Automatic,Second,15.68,1999,177
2.25,fordfigo,Chennai,9,75000,Diesel,Manual,Second,20,1399,68
4.24,fordendeavour,Hyderabad,12,179000,Diesel,Automatic,Second,12.8,2953,156
28.42,toyotafortuner,Coimbatore,3,47198,Diesel,Manual,First,12.55,2982,168.5
2.75,volkswagenpolo,Kolkata,8,52000,Diesel,Manual,First,22.07,1199,73.9
3,marutiritz,Jaipur,9,91000,Diesel,Manual,First,23.2,1248,73.94
3.55,nissanmicra,Pune,7,60000,Diesel,Manual,First,23.08,1461,63.1
4.8,hyundaiverna,Kolkata,7,37873,Diesel,Manual,First,22.32,1582,126.32
13.5,bmw5,Kolkata,9,31000,Petrol,Automatic,First,10.8,2497,150
56,mercedesbenzgls,Pune,3,129000,Diesel,Automatic,First,11,2987,258
3.99,hondacrv,Hyderabad,16,78000,Petrol,Automatic,First,12,2354,187.4
15.5,hyundaicreta,Bangalore,4,32000,Diesel,Automatic,First,17.01,1582,126.2
2.32,hyundaii10,Jaipur,10,59000,Petrol,Manual,Second,19.81,1086,68.05
18.58,mercedesbenza,Kochi,4,35437,Diesel,Automatic,First,20,2143,136
5.5,marutiertiga,Jaipur,6,98000,Petrol,Manual,First,16.02,1373,93.7
3.2,skodaoctavia,Chennai,14,72000,Diesel,Manual,Second,18.7,1896,66
4,hondaamaze,Pune,5,79000,Petrol,Manual,First,18,1198,86.7
1.6,marutizen,Chennai,16,29000,Petrol,Manual,First,17.3,993,60
4.15,marutisx4,Kochi,7,66012,Petrol,Manual,First,15.5,1586,103.3
4.25,hondabrio,Mumbai,6,35000,Petrol,Automatic,First,16.5,1198,86.8
2.6,marutiwagonr,Ahmedabad,9,75000,Petrol,Manual,First,18.9,998,67.1
3.43,toyotacamry,Mumbai,12,80000,Petrol,Automatic,Second,12.1,2362,164.7
2.55,chevroletbeat,Kochi,8,32717,Petrol,Manual,First,18.6,1199,79.4
32,toyotafortuner,Delhi,3,25000,Diesel,Automatic,First,12.55,2982,168.5
6.25,fordecosport,Mumbai,6,79000,Diesel,Manual,First,22.7,1498,89.84
3.6,marutiswift,Hyderabad,10,86000,Diesel,Manual,Second,17.8,1248,75
18.5,mercedesbenzs,Pune,10,137000,Diesel,Automatic,First,13.5,2987,282
4.25,hondamobilio,Mumbai,5,25000,Petrol,Manual,Second,17.3,1497,117.3
4.8,hyundaigrand,Mumbai,3,8500,Petrol,Manual,Second,18.9,1197,82
13,mahindraxuv500,Bangalore,5,34000,Diesel,Automatic,First,16,2179,140
2.25,skodafabia,Pune,8,41629,Petrol,Manual,Second,14.83,1598,105
2.3,hyundaisantro,Hyderabad,11,80227,Petrol,Manual,First,17.92,1086,62.1
13.56,hyundaicreta,Kochi,1,8587,Petrol,Manual,First,15.29,1591,121.3
12.25,mahindrascorpio,Delhi,3,30000,Diesel,Manual,First,15.4,1997,120
3.76,skodarapid,Pune,7,64186,Diesel,Manual,First,20.5,1598,103.5
8.58,renaultduster,Coimbatore,5,76427,Diesel,Manual,First,19.01,1461,108.45
27.5,bmwx5,Hyderabad,9,75000,Diesel,Automatic,First,11.7,2993,245
4.95,toyotaetios,Coimbatore,7,27075,Petrol,Manual,First,17.6,1496,88.73
3.3,marutiwagonr,Ahmedabad,8,30000,Petrol,Manual,First,22.5,998,67.04
8,hyundaicreta,Chennai,4,69434,Petrol,Manual,First,15.8,1591,121.3
2.79,maruticelerio,Jaipur,6,56000,Petrol,Manual,First,23.1,998,67.04
45.64,landroverrangerover,Coimbatore,3,49275,Diesel,Automatic,First,12.7,2179,187.7
2.55,chevroletbeat,Pune,6,8700,Petrol,Manual,First,18.6,1199,76.8
1,tatanano,Ahmedabad,6,18000,Petrol,Manual,Second,25.4,624,37.5
37.56,audia6,Coimbatore,3,41041,Diesel,Automatic,First,17.68,1968,174.33
9.29,mercedesbenzeclass,Kochi,11,80464,Diesel,Automatic,Second,11,2987,198.5
6.37,marutiswift,Kochi,1,20667,Petrol,Manual,First,22,1197,81.8
2.98,fiatlinea,Coimbatore,7,60283,Petrol,Manual,First,14.6,1368,112
5.75,marutiswift,Kochi,3,31696,Petrol,Manual,First,20.4,1197,81.8
13,toyotafortuner,Hyderabad,10,100000,Diesel,Manual,First,11.5,2982,171
6.8,marutiertiga,Mumbai,6,13361,Petrol,Manual,First,16.02,1373,93.7
10.49,bmw3,Coimbatore,10,48394,Petrol,Automatic,First,12.05,1995,154
5.6,marutiertiga,Jaipur,6,47399,Petrol,Manual,First,16.02,1373,93.7
2.85,hondacity,Mumbai,10,69000,Petrol,Automatic,Second,16.8,1497,118
8.36,hyundaisanta,Coimbatore,7,65278,Diesel,Manual,First,14.66,2199,194.3
1,tataindigo,Jaipur,15,108000,Diesel,Manual,First,17,1405,70
10.75,mercedesbenzeclass,Kolkata,10,50645,Petrol,Automatic,Second,10.93,2497,204
3.85,marutiswift,Hyderabad,9,130002,Diesel,Manual,First,19.3,1248,73.9
3,fordfiesta,Hyderabad,8,107000,Diesel,Manual,First,17.8,1399,67
9.6,hondacity,Coimbatore,5,41950,Petrol,Automatic,First,18,1497,117.3
13.25,toyotafortuner,Delhi,8,109000,Diesel,Manual,First,13,2982,168.5
5.75,hondaamaze,Mumbai,4,9000,Petrol,Manual,First,18,1198,86.7
6.75,hyundaii20,Delhi,6,43900,Diesel,Manual,First,22.54,1396,88.73
4.85,chevroletenjoy,Bangalore,7,64000,Diesel,Manual,Second,18.2,1248,73.8
38.99,mercedesbenznewclass,Kochi,1,13190,Petrol,Automatic,First,15.72,1950,181.43
2.85,marutisx4,Mumbai,11,77652,Petrol,Automatic,First,12.6,1586,103.2
9.51,toyotainnova,Mumbai,8,55000,Diesel,Manual,First,12.99,2494,100
18.5,bmw5,Ahmedabad,8,59900,Diesel,Automatic,Second,18.48,1995,177
6.75,renaultduster,Delhi,5,73539,Diesel,Manual,First,19.01,1461,108.45
29.4,bmwx1,Coimbatore,3,31645,Diesel,Automatic,First,20.68,1995,190
3.29,hondacity,Kochi,11,69690,Petrol,Manual,First,17.7,1497,78
9.5,maruticiaz,Delhi,4,41000,Diesel,Manual,First,28.09,1248,88.5
2.2,marutiswift,Pune,10,109200,Petrol,Manual,Second,17.5,1298,85.8
6.5,mahindraxuv500,Pune,8,80000,Diesel,Manual,First,15.1,2179,140
4.9,hondacivic,Ahmedabad,13,51000,Petrol,Manual,First,13.5,1799,130
6.75,marutiertiga,Pune,7,105000,Diesel,Manual,Second,25.47,1248,88.5
3.8,toyotaetios,Chennai,7,179000,Diesel,Manual,First,23.59,1364,67.04
29.5,auditt,Delhi,7,12100,Petrol,Automatic,First,9.9,1984,207.8
10.5,skodarapid,Hyderabad,3,31000,Diesel,Manual,First,21.13,1498,108.4
6.2,volkswagenpolo,Hyderabad,5,50000,Diesel,Manual,First,20.14,1498,88.8
5,skodalaura,Jaipur,11,48000,Diesel,Automatic,First,17,1896,105
2.3,mahindrarenaultlogan,Chennai,13,35000,Diesel,Manual,First,19.2,1461,65
17,toyotainnovacrysta,Ahmedabad,4,100200,Diesel,Automatic,First,11.36,2755,171.5
25.5,bmw3,Bangalore,6,47000,Diesel,Automatic,First,18.88,1995,184
5.65,hondajazz,Jaipur,5,63642,Diesel,Manual,First,27.3,1498,98.6
5.6,hondaamaze,Kochi,5,62550,Diesel,Manual,First,25.8,1498,98.6
29.98,jaguarxf,Kochi,5,37340,Diesel,Automatic,First,16.36,2179,187.7
7.39,marutiswift,Coimbatore,4,38461,Diesel,Manual,First,26.59,1248,74
19,jeepcompass,Jaipur,2,29000,Diesel,Manual,First,17.1,1956,170
5,toyotacorolla,Pune,10,31000,Petrol,Manual,First,12.5,1794,132
3.35,hondacity,Kolkata,9,42086,Petrol,Manual,First,17,1497,118
4.45,marutiswift,Chennai,7,49000,Petrol,Manual,First,18.6,1197,85.8
8.31,hyundaiverna,Coimbatore,1,77240,Diesel,Automatic,First,22.32,1582,126.32
6,mahindrabolero,Jaipur,8,105000,Diesel,Manual,Second,15.96,2523,62.1
5.25,marutiswift,Chennai,6,35000,Diesel,Manual,First,22.9,1248,74
1.4,hyundaisantro,Chennai,14,83072,Petrol,Manual,First,17,1086,62.28
12.3,audia6,Hyderabad,8,202082,Diesel,Automatic,First,17.68,1968,174.33
1.5,fordikon,Chennai,16,129000,Petrol,Manual,Third,13.8,1299,70
8.12,volkswagenpolo,Coimbatore,2,33558,Diesel,Manual,First,20.14,1498,88
6.12,mahindrabolero,Coimbatore,8,60271,Diesel,Manual,First,13.6,2523,63
10.88,hondacity,Coimbatore,3,45366,Diesel,Manual,First,25.1,1498,98.6
3.5,chevroletsail,Kolkata,6,9500,Petrol,Manual,First,18.2,1199,82.5
6.15,hyundaii20,Kochi,4,42362,Petrol,Manual,First,18.6,1197,81.83
33,bmwx1,Chennai,4,21000,Diesel,Automatic,First,17.05,1995,184
13.5,bmwx1,Mumbai,8,15200,Diesel,Automatic,First,15.06,1995,177
17.11,toyotafortuner,Mumbai,5,43690,Diesel,Automatic,First,12.55,2982,168.5
29.77,audiq7,Kochi,6,79926,Diesel,Automatic,First,11.33,4134,335.2
5.95,marutiertiga,Kolkata,7,53073,Diesel,Manual,First,20.77,1248,88.76
5.75,hyundaii20,Bangalore,5,59000,Petrol,Manual,First,18.5,1197,80
19,mercedesbenzs,Bangalore,14,47088,Petrol,Automatic,Second,10.13,3498,364.9
4.75,renaultduster,Ahmedabad,6,55000,Diesel,Manual,First,20.45,1461,83.8
3.3,mahindraquanto,Hyderabad,7,80430,Diesel,Manual,Second,17.21,1493,100
16.5,toyotafortuner,Delhi,7,71932,Diesel,Automatic,First,12.55,2982,168.5
44,bmwx5,Mumbai,6,19000,Diesel,Automatic,First,15.97,2993,258
4.39,marutiswift,Hyderabad,9,81759,Diesel,Manual,First,19.3,1248,73.9
6.2,marutiswift,Kochi,2,52010,Diesel,Manual,First,25.2,1248,74
24.22,audia6,Kochi,4,58953,Petrol,Automatic,First,13.53,1984,177.01
5.45,mitsubishipajero,Mumbai,12,93000,Diesel,Manual,Third,10.5,2835,107.2
44,jaguarxf,Delhi,4,10000,Diesel,Automatic,First,16.36,2179,187.7
24.82,toyotainnovacrysta,Coimbatore,1,40674,Diesel,Automatic,First,11.36,2755,171.5
11.69,skodaoctavia,Mumbai,5,50000,Diesel,Automatic,First,19.3,1968,141
20,toyotacorolla,Bangalore,2,1331,Petrol,Automatic,First,14.28,1798,138.03
1.45,marutiomni,Pune,10,60000,Petrol,Manual,First,19.7,796,35
48.5,mercedesbenzglc,Mumbai,2,10003,Diesel,Automatic,First,17.9,2143,170
9.45,volkswagenvento,Mumbai,4,25000,Diesel,Automatic,First,21.5,1498,108.5
12.5,mahindraxuv500,Ahmedabad,5,73000,Diesel,Manual,First,16,2179,140
6.9,nissanterrano,Hyderabad,6,59962,Diesel,Manual,First,20.45,1461,83.8
5.8,hyundaiverna,Jaipur,8,72000,Diesel,Manual,Second,22.32,1582,126.32
44.56,bmw5,Coimbatore,4,20967,Diesel,Automatic,First,14.69,2993,258
8.5,mahindrascorpio,Bangalore,5,35000,Diesel,Manual,Second,15.4,2179,120
10.7,hyundaiverna,Coimbatore,3,38056,Diesel,Manual,First,23.9,1582,126.2
12,audiq7,Pune,11,94000,Diesel,Automatic,Second,12.07,2967,241.4
2.44,chevroletaveo,Coimbatore,10,64236,Petrol,Manual,First,14.7,1150,76
1.95,mahindrabolero,Kolkata,20,124000,Diesel,Manual,First,13.6,2523,63
4.35,hyundaixcent,Mumbai,6,7400,Petrol,Manual,First,19.1,1197,82
17.5,toyotainnovacrysta,Hyderabad,3,52000,Diesel,Manual,First,13.68,2393,147.8
2.9,hyundaieon,Hyderabad,5,68764,Petrol,Manual,First,21.1,814,55.2
2.9,volkswagenpolo,Delhi,7,64000,Diesel,Manual,First,22.07,1199,73.9
8.9,marutivitarabrezza,Pune,4,21558,Diesel,Manual,First,24.3,1248,88.5
16.75,bmw3,Mumbai,7,37500,Diesel,Automatic,First,18.88,1995,184
3.95,hyundaieon,Coimbatore,4,14077,Petrol,Manual,First,21.1,814,55.2
2.1,hondacity,Mumbai,11,70000,Petrol,Manual,First,17,1497,118
4.29,hondaaccord,Kochi,9,54316,Petrol,Manual,Second,12.8,2354,177.6
3.85,mahindraxylo,Hyderabad,11,90764,Diesel,Manual,First,14,2498,112
9,bmw3,Chennai,11,137000,Diesel,Automatic,Second,13.2,1995,170
4.5,hondacity,Pune,7,127000,Petrol,Manual,Second,16.8,1497,116.3
12.46,mahindraxuv500,Kochi,4,51884,Diesel,Manual,First,16,2179,140
4.65,hyundaii20,Delhi,6,67407,Diesel,Manual,First,21.27,1396,88.76
20.5,toyotafortuner,Hyderabad,6,107825,Diesel,Manual,First,13,2982,168.5
2.9,mahindrabolero,Chennai,14,82453,Diesel,Manual,First,13.6,2523,63
1.45,marutiesteem,Chennai,13,30441,Petrol,Manual,First,15.9,1298,85
0.65,hyundaisantro,Chennai,18,70000,Petrol,Manual,Third,17.2,1086,62.28
29.5,minicooper,Mumbai,4,11000,Diesel,Automatic,First,20.7,1496,113.98
25,audiq3,Hyderabad,5,61000,Diesel,Automatic,First,15.73,1968,174.33
3.5,hyundaii20,Delhi,7,48454,Petrol,Manual,Second,17,1197,80
11.25,tatasafari,Jaipur,3,37000,Diesel,Manual,First,14.1,2179,154
10.79,hondabrv,Kochi,3,32249,Diesel,Manual,First,21.9,1498,98.6
5.9,volkswagenjetta,Kolkata,7,58000,Diesel,Manual,First,19.33,1968,138.03
5.12,hyundaixcent,Jaipur,3,28360,Petrol,Manual,First,19.1,1197,81.86
5.7,marutiignis,Mumbai,3,7000,Petrol,Manual,First,20.89,1197,81.8
35.84,bmw5,Coimbatore,4,19658,Diesel,Automatic,First,18.12,1995,190
1.25,fordikon,Hyderabad,13,92000,Petrol,Manual,First,13.8,1299,70
2.65,hyundaii10,Kolkata,7,25000,Petrol,Manual,First,20.36,1197,78.9
9.19,hyundaiverna,Coimbatore,4,37882,Diesel,Manual,First,22.32,1582,126.3
23.5,bmw3,Bangalore,6,69330,Diesel,Automatic,First,16.07,1995,181
12.5,mercedesbenzeclass,Delhi,9,61000,Petrol,Automatic,First,12.3,1796,185
